,cluster,year,month,day,datetime,maximum,site,Max PM2.5
585,4,2014.0,9.0,6.0,2014-09-06,44.0,Channelview C15/AH115,9.579166667
586,9,2014.0,9.0,7.0,2014-09-07,39.0,Galveston 99th St. C1034/A320/X183,8.7075
587,10,2014.0,9.0,8.0,2014-09-08,74.0,Houston Bayland Park C53/A146,14.91375
588,0,2014.0,9.0,9.0,2014-09-09,67.0,Conroe Relocated C78/A321,13.79041667
589,2,2014.0,9.0,10.0,2014-09-10,36.0,Conroe Relocated C78/A321,10.48958333
590,6,2014.0,9.0,11.0,2014-09-11,51.0,Conroe Relocated C78/A321,7.772083333
591,6,2014.0,9.0,12.0,2014-09-12,32.0,Galveston 99th St. C1034/A320/X183,8.740833333
592,6,2014.0,9.0,13.0,2014-09-13,22.0,Lake Jackson C1016,7.32875
593,5,2014.0,9.0,14.0,2014-09-14,34.0,Lake Jackson C1016,11.28916667
594,4,2014.0,9.0,15.0,2014-09-15,52.0,Houston Croquet C409,13.07625
595,8,2014.0,9.0,16.0,2014-09-16,35.0,Northwest Harris Co. C26/A110/X154,8.712916667
596,15,2014.0,9.0,17.0,2014-09-17,26.0,Conroe Relocated C78/A321,7.7625
597,7,2014.0,9.0,18.0,2014-09-18,22.0,Galveston 99th St. C1034/A320/X183,7.387083333
598,3,2014.0,9.0,19.0,2014-09-19,40.0,Galveston 99th St. C1034/A320/X183,8.116666667
599,3,2014.0,9.0,20.0,2014-09-20,50.0,Houston Westhollow C410/C3003,8.1425
600,11,2014.0,9.0,21.0,2014-09-21,59.0,Houston Bayland Park C53/A146,14.02791667
601,15,2014.0,9.0,22.0,2014-09-22,58.0,Lake Jackson C1016,17.46958333
602,14,2014.0,9.0,23.0,2014-09-23,58.0,Manvel Croix Park C84,9.720833333
603,14,2014.0,9.0,24.0,2014-09-24,62.0,Houston Bayland Park C53/A146,14.1575
604,9,2014.0,9.0,25.0,2014-09-25,47.0,Galveston 99th St. C1034/A320/X183,13.82625
605,9,2014.0,9.0,26.0,2014-09-26,60.0,Houston Westhollow C410/C3003,14.80208333
606,6,2014.0,9.0,27.0,2014-09-27,47.0,Houston Bayland Park C53/A146,13.6675
607,3,2014.0,9.0,28.0,2014-09-28,42.0,Houston Westhollow C410/C3003,11.18
608,6,2014.0,9.0,29.0,2014-09-29,45.0,Lake Jackson C1016,9.475833333
609,3,2014.0,9.0,30.0,2014-09-30,59.0,Northwest Harris Co. C26/A110/X154,10.71291667
610,11,2015.0,6.0,1.0,2015-06-01,85.0,Manvel Croix Park C84,10.47208333
611,15,2015.0,6.0,2.0,2015-06-02,92.0,Seabrook Friendship Park C45,11.61125
612,11,2015.0,6.0,3.0,2015-06-03,108.0,Houston Aldine C8/AF108/X150,15.2375
613,7,2015.0,6.0,4.0,2015-06-04,91.0,Northwest Harris Co. C26/A110/X154,14.61833333
614,6,2015.0,6.0,5.0,2015-06-05,72.0,Houston Westhollow C410/C3003,15.28916667
615,10,2015.0,6.0,6.0,2015-06-06,92.0,Galveston 99th St. C1034/A320/X183,16.27375
616,6,2015.0,6.0,7.0,2015-06-07,86.0,Houston Aldine C8/AF108/X150,12.07625
617,6,2015.0,6.0,8.0,2015-06-08,68.0,Houston Aldine C8/AF108/X150,9.362916667
618,11,2015.0,6.0,9.0,2015-06-09,67.0,Houston Aldine C8/AF108/X150,14.0075
619,7,2015.0,6.0,10.0,2015-06-10,70.0,Conroe Relocated C78/A321,10.99041667
620,3,2015.0,6.0,11.0,2015-06-11,51.0,Conroe Relocated C78/A321,10.61958333
621,3,2015.0,6.0,12.0,2015-06-12,40.0,Houston Aldine C8/AF108/X150,9.2825
622,3,2015.0,6.0,13.0,2015-06-13,34.0,Conroe Relocated C78/A321,7.007083333
623,3,2015.0,6.0,14.0,2015-06-14,28.0,Houston Aldine C8/AF108/X150,6.795833333
624,3,2015.0,6.0,15.0,2015-06-15,27.0,Houston Westhollow C410/C3003,6.895416667
625,1,2015.0,6.0,16.0,2015-06-16,25.0,Galveston 99th St. C1034/A320/X183,7.1625
626,0,2015.0,6.0,17.0,2015-06-17,24.0,Conroe Relocated C78/A321,23.80958333
627,1,2015.0,6.0,18.0,2015-06-18,20.0,Galveston 99th St. C1034/A320/X183,28.30708333
628,15,2015.0,6.0,19.0,2015-06-19,33.0,Houston Aldine C8/AF108/X150,22.49958333
629,0,2015.0,6.0,20.0,2015-06-20,26.0,Houston Aldine C8/AF108/X150,19.155
630,0,2015.0,6.0,21.0,2015-06-21,36.0,Conroe Relocated C78/A321,23.01666667
631,12,2015.0,6.0,22.0,2015-06-22,52.0,Conroe Relocated C78/A321,12.9375
632,12,2015.0,6.0,23.0,2015-06-23,55.0,Northwest Harris Co. C26/A110/X154,10.60958333
633,12,2015.0,6.0,24.0,2015-06-24,73.0,Houston Aldine C8/AF108/X150,11.58
634,12,2015.0,6.0,25.0,2015-06-25,55.0,Houston Aldine C8/AF108/X150,9.522083333
635,12,2015.0,6.0,26.0,2015-06-26,32.0,Houston Aldine C8/AF108/X150,15.06375
636,13,2015.0,6.0,27.0,2015-06-27,34.0,Houston Aldine C8/AF108/X150,9.845416667
637,15,2015.0,6.0,28.0,2015-06-28,37.0,Conroe Relocated C78/A321,8.177916667
638,15,2015.0,6.0,29.0,2015-06-29,26.0,Conroe Relocated C78/A321,30.3775
639,15,2015.0,6.0,30.0,2015-06-30,32.0,Galveston 99th St. C1034/A320/X183,21.00666667
640,4,2015.0,7.0,1.0,2015-07-01,29.0,Conroe Relocated C78/A321,12.05791667
641,4,2015.0,7.0,2.0,2015-07-02,41.0,Conroe Relocated C78/A321,21.80416667
642,15,2015.0,7.0,3.0,2015-07-03,34.0,Conroe Relocated C78/A321,23.27666667
643,15,2015.0,7.0,4.0,2015-07-04,26.0,Conroe Relocated C78/A321,13.75833333
644,0,2015.0,7.0,5.0,2015-07-05,29.0,Conroe Relocated C78/A321,24.43791667
645,0,2015.0,7.0,6.0,2015-07-06,37.0,Conroe Relocated C78/A321,22.87916667
646,12,2015.0,7.0,7.0,2015-07-07,33.0,Conroe Relocated C78/A321,23.37583333
647,0,2015.0,7.0,8.0,2015-07-08,38.0,Conroe Relocated C78/A321,29.89041667
648,0,2015.0,7.0,9.0,2015-07-09,47.0,Conroe Relocated C78/A321,22.27333333
649,0,2015.0,7.0,10.0,2015-07-10,61.0,Conroe Relocated C78/A321,22.02833333
650,8,2015.0,7.0,11.0,2015-07-11,47.0,Conroe Relocated C78/A321,13.9825
651,12,2015.0,7.0,12.0,2015-07-12,36.0,Houston Aldine C8/AF108/X150,9.664166667
652,12,2015.0,7.0,13.0,2015-07-13,42.0,Houston Aldine C8/AF108/X150,11.5775
653,14,2015.0,7.0,14.0,2015-07-14,48.0,Conroe Relocated C78/A321,9.057083333
654,10,2015.0,7.0,15.0,2015-07-15,63.0,Conroe Relocated C78/A321,9.349166667
655,4,2015.0,7.0,16.0,2015-07-16,56.0,Conroe Relocated C78/A321,10.55625
656,4,2015.0,7.0,17.0,2015-07-17,42.0,Conroe Relocated C78/A321,12.66166667
657,0,2015.0,7.0,18.0,2015-07-18,42.0,Conroe Relocated C78/A321,13.95
658,12,2015.0,7.0,19.0,2015-07-19,43.0,Houston Aldine C8/AF108/X150,12.13541667
659,12,2015.0,7.0,20.0,2015-07-20,48.0,Conroe Relocated C78/A321,11.45458333
660,14,2015.0,7.0,21.0,2015-07-21,39.0,Houston Aldine C8/AF108/X150,13.32416667
661,1,2015.0,7.0,22.0,2015-07-22,39.0,Conroe Relocated C78/A321,13.83583333
662,0,2015.0,7.0,23.0,2015-07-23,40.0,Conroe Relocated C78/A321,16.415
663,12,2015.0,7.0,24.0,2015-07-24,54.0,Conroe Relocated C78/A321,12.11416667
664,12,2015.0,7.0,25.0,2015-07-25,48.0,Houston Aldine C8/AF108/X150,10.08
665,12,2015.0,7.0,26.0,2015-07-26,44.0,Houston Aldine C8/AF108/X150,11.69
666,13,2015.0,7.0,27.0,2015-07-27,59.0,Conroe Relocated C78/A321,11.74333333
667,0,2015.0,7.0,28.0,2015-07-28,65.0,Conroe Relocated C78/A321,16.28666667
668,12,2015.0,7.0,29.0,2015-07-29,69.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,19.50416667
669,12,2015.0,7.0,30.0,2015-07-30,71.0,Manvel Croix Park C84,18.81083333
670,12,2015.0,7.0,31.0,2015-07-31,76.0,Galveston 99th St. C1034/A320/X183,19.71625
671,12,2015.0,8.0,1.0,2015-08-01,71.0,Manvel Croix Park C84,12.44166667
672,14,2015.0,8.0,2.0,2015-08-02,87.0,Manvel Croix Park C84,13.62666667
673,10,2015.0,8.0,3.0,2015-08-03,101.0,Houston East C1/G316,16.61909091
674,15,2015.0,8.0,4.0,2015-08-04,42.0,Conroe Relocated C78/A321,19.3775
675,12,2015.0,8.0,5.0,2015-08-05,42.0,Conroe Relocated C78/A321,12.97625
676,12,2015.0,8.0,6.0,2015-08-06,42.0,Houston Aldine C8/AF108/X150,16.1075
677,13,2015.0,8.0,7.0,2015-08-07,53.0,Conroe Relocated C78/A321,13.34333333
678,0,2015.0,8.0,8.0,2015-08-08,45.0,Houston Aldine C8/AF108/X150,20.50541667
679,8,2015.0,8.0,9.0,2015-08-09,58.0,Houston Aldine C8/AF108/X150,15.0325
680,12,2015.0,8.0,10.0,2015-08-10,85.0,Park Place C416,13.70416667
681,13,2015.0,8.0,11.0,2015-08-11,75.0,Galveston 99th St. C1034/A320/X183,14.45681818
682,12,2015.0,8.0,12.0,2015-08-12,102.0,Houston Aldine C8/AF108/X150,15.798
683,12,2015.0,8.0,13.0,2015-08-13,95.0,Houston Aldine C8/AF108/X150,17.05
684,12,2015.0,8.0,14.0,2015-08-14,73.0,Houston Westhollow C410/C3003,14.81041667
685,12,2015.0,8.0,15.0,2015-08-15,65.0,Houston Westhollow C410/C3003,14.13583333
686,13,2015.0,8.0,16.0,2015-08-16,71.0,HRM-3 Haden Road C603/A114,14.62708333
687,14,2015.0,8.0,17.0,2015-08-17,86.0,Houston Aldine C8/AF108/X150,9.733076923
688,0,2015.0,8.0,18.0,2015-08-18,42.0,Conroe Relocated C78/A321,8.314166667
689,3,2015.0,8.0,19.0,2015-08-19,33.0,Conroe Relocated C78/A321,9.380833333
690,7,2015.0,8.0,20.0,2015-08-20,40.0,Galveston 99th St. C1034/A320/X183,6.868333333
691,0,2015.0,8.0,21.0,2015-08-21,52.0,HRM-3 Haden Road C603/A114,8.2225
692,0,2015.0,8.0,22.0,2015-08-22,32.0,Conroe Relocated C78/A321,7.812916667
693,0,2015.0,8.0,23.0,2015-08-23,42.0,Houston Aldine C8/AF108/X150,8.201666667
694,12,2015.0,8.0,24.0,2015-08-24,77.0,Park Place C416,10.47916667
695,12,2015.0,8.0,25.0,2015-08-25,56.0,Galveston 99th St. C1034/A320/X183,9.42875
696,12,2015.0,8.0,26.0,2015-08-26,76.0,Houston Croquet C409,12.76708333
697,12,2015.0,8.0,27.0,2015-08-27,86.0,Manvel Croix Park C84,16.42083333
698,13,2015.0,8.0,28.0,2015-08-28,99.0,Park Place C416,18.23708333
699,14,2015.0,8.0,29.0,2015-08-29,105.0,Houston Aldine C8/AF108/X150,14.23875
700,13,2015.0,8.0,30.0,2015-08-30,80.0,Houston Aldine C8/AF108/X150,13.70666667
701,14,2015.0,8.0,31.0,2015-08-31,46.0,Conroe Relocated C78/A321,11.88083333
702,4,2015.0,9.0,1.0,2015-09-01,44.0,Galveston 99th St. C1034/A320/X183,6.70375
703,8,2015.0,9.0,2.0,2015-09-02,50.0,Lang C408,5.93375
704,13,2015.0,9.0,3.0,2015-09-03,47.0,Lang C408,5.657916667
705,6,2015.0,9.0,4.0,2015-09-04,46.0,Conroe Relocated C78/A321,7.673333333
706,0,2015.0,9.0,5.0,2015-09-05,27.0,Conroe Relocated C78/A321,13.20291667
707,8,2015.0,9.0,6.0,2015-09-06,45.0,Wallisville Road C617,13.13416667
708,13,2015.0,9.0,7.0,2015-09-07,48.0,Houston Aldine C8/AF108/X150,10.53083333
709,14,2015.0,9.0,8.0,2015-09-08,67.0,Houston Aldine C8/AF108/X150,12.39875
710,11,2015.0,9.0,9.0,2015-09-09,37.0,Galveston 99th St. C1034/A320/X183,10.38434783
711,11,2015.0,9.0,10.0,2015-09-10,32.0,Conroe Relocated C78/A321,10.42166667
712,11,2015.0,9.0,11.0,2015-09-11,29.0,Conroe Relocated C78/A321,8.370416667
713,11,2015.0,9.0,12.0,2015-09-12,53.0,Manvel Croix Park C84,8.029166667
714,11,2015.0,9.0,13.0,2015-09-13,59.0,Northwest Harris Co. C26/A110/X154,9.032083333
715,7,2015.0,9.0,14.0,2015-09-14,64.0,Northwest Harris Co. C26/A110/X154,15.39
716,0,2015.0,9.0,15.0,2015-09-15,39.0,Houston Aldine C8/AF108/X150,8.127916667
717,0,2015.0,9.0,16.0,2015-09-16,48.0,Northwest Harris Co. C26/A110/X154,7.315416667
718,8,2015.0,9.0,17.0,2015-09-17,59.0,Northwest Harris Co. C26/A110/X154,8.308095238
719,6,2015.0,9.0,18.0,2015-09-18,67.0,Conroe Relocated C78/A321,11.16666667
720,7,2015.0,9.0,19.0,2015-09-19,68.0,Houston Westhollow C410/C3003,10.38916667
721,7,2015.0,9.0,20.0,2015-09-20,71.0,HRM-3 Haden Road C603/A114,13.83916667
722,11,2015.0,9.0,21.0,2015-09-21,90.0,Houston Bayland Park C53/A146,19.85583333
723,11,2015.0,9.0,22.0,2015-09-22,71.0,Houston Croquet C409,13.92333333
724,10,2015.0,9.0,23.0,2015-09-23,76.0,Manvel Croix Park C84,13.4275
725,6,2015.0,9.0,24.0,2015-09-24,66.0,Houston Westhollow C410/C3003,15.91291667
726,10,2015.0,9.0,25.0,2015-09-25,74.0,Galveston 99th St. C1034/A320/X183,19.26777778
727,11,2015.0,9.0,26.0,2015-09-26,82.0,Galveston 99th St. C1034/A320/X183,15.19541667
728,7,2015.0,9.0,27.0,2015-09-27,47.0,Galveston 99th St. C1034/A320/X183,15.72833333
729,7,2015.0,9.0,28.0,2015-09-28,34.0,Lake Jackson C1016,7.471666667
730,7,2015.0,9.0,29.0,2015-09-29,36.0,Houston Westhollow C410/C3003,8.218333333
731,7,2015.0,9.0,30.0,2015-09-30,49.0,Manvel Croix Park C84,12.69416667
732,3,2016.0,6.0,1.0,2016-06-01,30.0,Galveston 99th St. C1034/A320/X183,8.439166667
733,3,2016.0,6.0,2.0,2016-06-02,43.0,Conroe Relocated C78/A321,10.12875
734,11,2016.0,6.0,3.0,2016-06-03,59.0,Galveston 99th St. C1034/A320/X183,12.30772727
735,11,2016.0,6.0,4.0,2016-06-04,50.0,Galveston 99th St. C1034/A320/X183,15.59208333
736,7,2016.0,6.0,5.0,2016-06-05,63.0,Galveston 99th St. C1034/A320/X183,12.41125
737,7,2016.0,6.0,6.0,2016-06-06,69.0,Manvel Croix Park C84,9.63125
738,7,2016.0,6.0,7.0,2016-06-07,67.0,Houston Croquet C409,11.16
739,7,2016.0,6.0,8.0,2016-06-08,78.0,Houston Westhollow C410/C3003,13.40583333
740,7,2016.0,6.0,9.0,2016-06-09,66.0,Galveston 99th St. C1034/A320/X183,13.7525
741,2,2016.0,6.0,10.0,2016-06-10,55.0,Houston Aldine C8/AF108/X150,8.584166667
742,0,2016.0,6.0,11.0,2016-06-11,41.0,Conroe Relocated C78/A321,8.212916667
743,12,2016.0,6.0,12.0,2016-06-12,30.0,Conroe Relocated C78/A321,8.767083333
744,12,2016.0,6.0,13.0,2016-06-13,32.0,Conroe Relocated C78/A321,10.28416667
745,0,2016.0,6.0,14.0,2016-06-14,43.0,Conroe Relocated C78/A321,18.03666667
746,0,2016.0,6.0,15.0,2016-06-15,32.0,Houston Aldine C8/AF108/X150,22.70416667
747,0,2016.0,6.0,16.0,2016-06-16,54.0,Conroe Relocated C78/A321,16.07125
748,12,2016.0,6.0,17.0,2016-06-17,58.0,Houston Aldine C8/AF108/X150,11.40041667
749,13,2016.0,6.0,18.0,2016-06-18,45.0,Wallisville Road C617,10.37
750,12,2016.0,6.0,19.0,2016-06-19,54.0,Houston Westhollow C410/C3003,9.131666667
751,12,2016.0,6.0,20.0,2016-06-20,43.0,Galveston 99th St. C1034/A320/X183,12.96166667
752,12,2016.0,6.0,21.0,2016-06-21,52.0,Houston Aldine C8/AF108/X150,12.00708333
753,12,2016.0,6.0,22.0,2016-06-22,58.0,Conroe Relocated C78/A321,8.135454545
754,12,2016.0,6.0,23.0,2016-06-23,64.0,Conroe Relocated C78/A321,8.679166667
755,12,2016.0,6.0,24.0,2016-06-24,52.0,Conroe Relocated C78/A321,10.19791667
756,8,2016.0,6.0,25.0,2016-06-25,41.0,Conroe Relocated C78/A321,10.60086957
757,8,2016.0,6.0,26.0,2016-06-26,43.0,Houston Aldine C8/AF108/X150,10.70166667
758,12,2016.0,6.0,27.0,2016-06-27,67.0,Houston East C1/G316,12.27
759,12,2016.0,6.0,28.0,2016-06-28,53.0,Galveston 99th St. C1034/A320/X183,10.68043478
760,13,2016.0,6.0,29.0,2016-06-29,61.0,Manvel Croix Park C84,10.21411765
761,13,2016.0,6.0,30.0,2016-06-30,69.0,Manvel Croix Park C84,11.98333333
762,14,2016.0,7.0,1.0,2016-07-01,67.0,Northwest Harris Co. C26/A110/X154,10.87541667
763,12,2016.0,7.0,2.0,2016-07-02,35.0,Conroe Relocated C78/A321,16.02375
764,12,2016.0,7.0,3.0,2016-07-03,26.0,Conroe Relocated C78/A321,12.46125
765,12,2016.0,7.0,4.0,2016-07-04,33.0,Conroe Relocated C78/A321,13.66375
766,12,2016.0,7.0,5.0,2016-07-05,43.0,Conroe Relocated C78/A321,12.17333333
767,12,2016.0,7.0,6.0,2016-07-06,36.0,Conroe Relocated C78/A321,10.69666667
768,12,2016.0,7.0,7.0,2016-07-07,43.0,Conroe Relocated C78/A321,11.612
769,12,2016.0,7.0,8.0,2016-07-08,43.0,Conroe Relocated C78/A321,18.41083333
770,12,2016.0,7.0,9.0,2016-07-09,37.0,Conroe Relocated C78/A321,15.91666667
771,12,2016.0,7.0,10.0,2016-07-10,24.0,Conroe Relocated C78/A321,31.50875
772,0,2016.0,7.0,11.0,2016-07-11,34.0,Conroe Relocated C78/A321,29.39416667
773,0,2016.0,7.0,12.0,2016-07-12,42.0,Conroe Relocated C78/A321,14.07208333
774,8,2016.0,7.0,13.0,2016-07-13,40.0,Conroe Relocated C78/A321,11.96041667
775,12,2016.0,7.0,14.0,2016-07-14,44.0,Conroe Relocated C78/A321,16.23166667
776,12,2016.0,7.0,15.0,2016-07-15,40.0,Houston Aldine C8/AF108/X150,23.06583333
777,12,2016.0,7.0,16.0,2016-07-16,59.0,Houston Aldine C8/AF108/X150,13.38416667
778,8,2016.0,7.0,17.0,2016-07-17,44.0,Houston Aldine C8/AF108/X150,9.19125
779,12,2016.0,7.0,18.0,2016-07-18,47.0,Houston Aldine C8/AF108/X150,6.48875
780,12,2016.0,7.0,19.0,2016-07-19,40.0,Houston Westhollow C410/C3003,8.095416667
781,12,2016.0,7.0,20.0,2016-07-20,54.0,Houston Aldine C8/AF108/X150,8.77
782,12,2016.0,7.0,21.0,2016-07-21,79.0,Northwest Harris Co. C26/A110/X154,9.825416667
783,12,2016.0,7.0,22.0,2016-07-22,83.0,Houston Aldine C8/AF108/X150,9.450833333
784,12,2016.0,7.0,23.0,2016-07-23,54.0,Conroe Relocated C78/A321,7.285
785,8,2016.0,7.0,24.0,2016-07-24,44.0,Houston Aldine C8/AF108/X150,6.25875
786,12,2016.0,7.0,25.0,2016-07-25,37.0,Lang C408,7.234090909
787,13,2016.0,7.0,26.0,2016-07-26,50.0,Conroe Relocated C78/A321,7.752916667
788,13,2016.0,7.0,27.0,2016-07-27,31.0,Houston Westhollow C410/C3003,14.81125
789,13,2016.0,7.0,28.0,2016-07-28,44.0,Seabrook Friendship Park C45,10.45
790,9,2016.0,7.0,29.0,2016-07-29,52.0,Houston Aldine C8/AF108/X150,9.8825
791,4,2016.0,7.0,30.0,2016-07-30,40.0,Wallisville Road C617,8.28
792,0,2016.0,7.0,31.0,2016-07-31,31.0,Conroe Relocated C78/A321,11.17833333
793,4,2016.0,8.0,1.0,2016-08-01,55.0,Conroe Relocated C78/A321,18.49208333
794,12,2016.0,8.0,2.0,2016-08-02,58.0,Houston Aldine C8/AF108/X150,11.99166667
795,12,2016.0,8.0,3.0,2016-08-03,89.0,Houston Aldine C8/AF108/X150,8.251666667
796,12,2016.0,8.0,4.0,2016-08-04,71.0,Conroe Relocated C78/A321,11.94416667
797,13,2016.0,8.0,5.0,2016-08-05,60.0,Conroe Relocated C78/A321,9.04875
798,9,2016.0,8.0,6.0,2016-08-06,43.0,Wallisville Road C617,15.31375
799,9,2016.0,8.0,7.0,2016-08-07,47.0,Wallisville Road C617,15.13541667
800,9,2016.0,8.0,8.0,2016-08-08,61.0,Houston Aldine C8/AF108/X150,13.93208333
801,10,2016.0,8.0,9.0,2016-08-09,64.0,Houston Aldine C8/AF108/X150,10.36416667
802,0,2016.0,8.0,10.0,2016-08-10,47.0,Conroe Relocated C78/A321,11.64125
803,12,2016.0,8.0,11.0,2016-08-11,40.0,Wallisville Road C617,10.86166667
804,12,2016.0,8.0,12.0,2016-08-12,39.0,Conroe Relocated C78/A321,13.26416667
805,15,2016.0,8.0,13.0,2016-08-13,49.0,Conroe Relocated C78/A321,14.94833333
806,11,2016.0,8.0,14.0,2016-08-14,32.0,Houston Aldine C8/AF108/X150,7.122083333
807,10,2016.0,8.0,15.0,2016-08-15,34.0,Galveston 99th St. C1034/A320/X183,6.727916667
808,4,2016.0,8.0,16.0,2016-08-16,30.0,Galveston 99th St. C1034/A320/X183,6.345833333
809,8,2016.0,8.0,17.0,2016-08-17,30.0,Galveston 99th St. C1034/A320/X183,5.690833333
810,8,2016.0,8.0,18.0,2016-08-18,26.0,Conroe Relocated C78/A321,8.7125
811,0,2016.0,8.0,19.0,2016-08-19,32.0,Conroe Relocated C78/A321,10.755
812,1,2016.0,8.0,20.0,2016-08-20,29.0,Conroe Relocated C78/A321,12.235
813,7,2016.0,8.0,21.0,2016-08-21,33.0,Houston Bayland Park C53/A146,7.079583333
814,0,2016.0,8.0,22.0,2016-08-22,25.0,Conroe Relocated C78/A321,7.520833333
815,0,2016.0,8.0,23.0,2016-08-23,41.0,Conroe Relocated C78/A321,9.665416667
816,12,2016.0,8.0,24.0,2016-08-24,43.0,Conroe Relocated C78/A321,9.561666667
817,12,2016.0,8.0,25.0,2016-08-25,47.0,Galveston 99th St. C1034/A320/X183,9.3
818,4,2016.0,8.0,26.0,2016-08-26,60.0,Manvel Croix Park C84,7.72625
819,0,2016.0,8.0,27.0,2016-08-27,56.0,Lake Jackson C1016,8.480833333
820,9,2016.0,8.0,28.0,2016-08-28,44.0,Manvel Croix Park C84,6.886666667
821,9,2016.0,8.0,29.0,2016-08-29,41.0,Galveston 99th St. C1034/A320/X183,7.670416667
822,9,2016.0,8.0,30.0,2016-08-30,52.0,Galveston 99th St. C1034/A320/X183,9.122916667
823,10,2016.0,8.0,31.0,2016-08-31,52.0,Galveston 99th St. C1034/A320/X183,14.14958333
824,10,2016.0,9.0,1.0,2016-09-01,65.0,Lake Jackson C1016,15.26166667
825,15,2016.0,9.0,2.0,2016-09-02,66.0,Manvel Croix Park C84,16.885
826,15,2016.0,9.0,3.0,2016-09-03,68.0,Manvel Croix Park C84,16.72541667
827,0,2016.0,9.0,4.0,2016-09-04,50.0,Lang C408,13.08416667
828,0,2016.0,9.0,5.0,2016-09-05,31.0,Conroe Relocated C78/A321,8.350833333
829,0,2016.0,9.0,6.0,2016-09-06,50.0,Conroe Relocated C78/A321,10.9925
830,12,2016.0,9.0,7.0,2016-09-07,44.0,Conroe Relocated C78/A321,12.295
831,12,2016.0,9.0,8.0,2016-09-08,49.0,Conroe Relocated C78/A321,10.99608696
832,13,2016.0,9.0,9.0,2016-09-09,35.0,Conroe Relocated C78/A321,8.634583333
833,13,2016.0,9.0,10.0,2016-09-10,35.0,Galveston 99th St. C1034/A320/X183,7.8375
834,12,2016.0,9.0,11.0,2016-09-11,58.0,Manvel Croix Park C84,7.559583333
835,12,2016.0,9.0,12.0,2016-09-12,64.0,Houston Bayland Park C53/A146,10.17375
836,1,2016.0,9.0,13.0,2016-09-13,41.0,Houston Westhollow C410/C3003,7.936666667
837,4,2016.0,9.0,14.0,2016-09-14,52.0,Manvel Croix Park C84,8.449583333
838,12,2016.0,9.0,15.0,2016-09-15,54.0,Houston Westhollow C410/C3003,9.465833333
839,0,2016.0,9.0,16.0,2016-09-16,40.0,Houston Westhollow C410/C3003,6.919166667
840,0,2016.0,9.0,17.0,2016-09-17,64.0,Seabrook Friendship Park C45,9.310833333
841,13,2016.0,9.0,18.0,2016-09-18,43.0,Wallisville Road C617,11.51958333
842,13,2016.0,9.0,19.0,2016-09-19,84.0,HRM-3 Haden Road C603/A114,11.93166667
843,12,2016.0,9.0,20.0,2016-09-20,51.0,Seabrook Friendship Park C45,15.12375
844,12,2016.0,9.0,21.0,2016-09-21,74.0,Houston Croquet C409,14.94208333
845,13,2016.0,9.0,22.0,2016-09-22,54.0,Northwest Harris Co. C26/A110/X154,13.93708333
846,1,2016.0,9.0,23.0,2016-09-23,30.0,Conroe Relocated C78/A321,8.96625
847,1,2016.0,9.0,24.0,2016-09-24,26.0,Conroe Relocated C78/A321,6.958333333
848,1,2016.0,9.0,25.0,2016-09-25,26.0,Wallisville Road C617,5.484583333
849,5,2016.0,9.0,26.0,2016-09-26,44.0,Manvel Croix Park C84,7.11952381
850,10,2016.0,9.0,27.0,2016-09-27,52.0,Manvel Croix Park C84,11.79913043
851,11,2016.0,9.0,28.0,2016-09-28,75.0,Manvel Croix Park C84,12.96916667
852,14,2016.0,9.0,29.0,2016-09-29,73.0,Lake Jackson C1016,13.86083333
853,12,2016.0,9.0,30.0,2016-09-30,66.0,Manvel Croix Park C84,9.54125
854,2,2017.0,6.0,1.0,2017-06-01,36.0,Northwest Harris Co. C26/A110/X154,6.194545455
855,3,2017.0,6.0,2.0,2017-06-02,35.0,Northwest Harris Co. C26/A110/X154,7.182083333
856,3,2017.0,6.0,3.0,2017-06-03,45.0,Lang C408,7.73625
857,7,2017.0,6.0,4.0,2017-06-04,42.0,Houston Aldine C8/AF108/X150,5.648333333
858,7,2017.0,6.0,5.0,2017-06-05,56.0,Galveston 99th St. C1034/A320/X183,7.427916667
859,7,2017.0,6.0,6.0,2017-06-06,56.0,Galveston 99th St. C1034/A320/X183,8.167083333
860,7,2017.0,6.0,7.0,2017-06-07,65.0,Manvel Croix Park C84,9.51
861,11,2017.0,6.0,8.0,2017-06-08,87.0,Manvel Croix Park C84,9.744166667
862,7,2017.0,6.0,9.0,2017-06-09,76.0,Northwest Harris Co. C26/A110/X154,11.73416667
863,7,2017.0,6.0,10.0,2017-06-10,65.0,Conroe Relocated C78/A321,10.59833333
864,3,2017.0,6.0,11.0,2017-06-11,50.0,Northwest Harris Co. C26/A110/X154,6.862916667
865,1,2017.0,6.0,12.0,2017-06-12,45.0,Northwest Harris Co. C26/A110/X154,8.868333333
866,1,2017.0,6.0,13.0,2017-06-13,32.0,Conroe Relocated C78/A321,14.57
867,2,2017.0,6.0,14.0,2017-06-14,41.0,Conroe Relocated C78/A321,11.04958333
868,0,2017.0,6.0,15.0,2017-06-15,34.0,Houston Aldine C8/AF108/X150,10.87416667
869,14,2017.0,6.0,16.0,2017-06-16,33.0,Houston Aldine C8/AF108/X150,8.488333333
870,11,2017.0,6.0,17.0,2017-06-17,36.0,Conroe Relocated C78/A321,7.84375
871,7,2017.0,6.0,18.0,2017-06-18,34.0,Conroe Relocated C78/A321,8.757916667
