,cluster,year,month,day,datetime,maximum,site,Max PM2.5
1158,12,2019.0,7.0,31.0,2019-07-31,56.0,Lang C408,12.05666667
1159,12,2019.0,8.0,1.0,2019-08-01,73.0,Houston Bayland Park C53/A146,11.28714286
1160,12,2019.0,8.0,2.0,2019-08-02,70.0,Park Place C416,9.525416667
1161,13,2019.0,8.0,3.0,2019-08-03,64.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,10.09583333
1162,13,2019.0,8.0,4.0,2019-08-04,50.0,Houston Aldine C8/AF108/X150,9.682916667
1163,13,2019.0,8.0,5.0,2019-08-05,60.0,Houston Aldine C8/AF108/X150,7.690416667
1164,12,2019.0,8.0,6.0,2019-08-06,47.0,Conroe Relocated C78/A321,9.470416667
1165,13,2019.0,8.0,7.0,2019-08-07,39.0,Conroe Relocated C78/A321,13.2175
1166,13,2019.0,8.0,8.0,2019-08-08,38.0,Houston Aldine C8/AF108/X150,13.08375
1167,12,2019.0,8.0,9.0,2019-08-09,44.0,Conroe Relocated C78/A321,12.27958333
1168,12,2019.0,8.0,10.0,2019-08-10,39.0,Conroe Relocated C78/A321,12.13833333
1169,12,2019.0,8.0,11.0,2019-08-11,36.0,Houston Aldine C8/AF108/X150,10.68
1170,12,2019.0,8.0,12.0,2019-08-12,47.0,Conroe Relocated C78/A321,9.084166667
1171,12,2019.0,8.0,13.0,2019-08-13,51.0,Houston Aldine C8/AF108/X150,9.528333333
1172,12,2019.0,8.0,14.0,2019-08-14,59.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,10.71666667
1173,12,2019.0,8.0,15.0,2019-08-15,107.0,Hou.DeerPrk2 C35/235/1001/AFH139FP239,15.8525
1174,12,2019.0,8.0,16.0,2019-08-16,68.0,Houston Aldine C8/AF108/X150,13.34375
1175,12,2019.0,8.0,17.0,2019-08-17,34.0,Conroe Relocated C78/A321,9.52125
1176,0,2019.0,8.0,18.0,2019-08-18,29.0,Conroe Relocated C78/A321,10.27875
1177,8,2019.0,8.0,19.0,2019-08-19,45.0,Conroe Relocated C78/A321,20.20833333
1178,12,2019.0,8.0,20.0,2019-08-20,35.0,Conroe Relocated C78/A321,23.06291667
1179,12,2019.0,8.0,21.0,2019-08-21,40.0,Conroe Relocated C78/A321,20.80458333
1180,8,2019.0,8.0,22.0,2019-08-22,50.0,Northwest Harris Co. C26/A110/X154,12.13208333
1181,0,2019.0,8.0,23.0,2019-08-23,31.0,Houston Westhollow C410/C3003,5.99625
1182,0,2019.0,8.0,24.0,2019-08-24,49.0,Houston Bayland Park C53/A146,6.653333333
1183,13,2019.0,8.0,25.0,2019-08-25,32.0,Wallisville Road C617,8.119583333
1184,15,2019.0,8.0,26.0,2019-08-26,37.0,Conroe Relocated C78/A321,14.59791667
1185,15,2019.0,8.0,27.0,2019-08-27,48.0,Conroe Relocated C78/A321,9.940416667
1186,13,2019.0,8.0,28.0,2019-08-28,49.0,Park Place C416,11.06608696
1187,12,2019.0,8.0,29.0,2019-08-29,70.0,Northwest Harris Co. C26/A110/X154,13.66958333
1188,12,2019.0,8.0,30.0,2019-08-30,54.0,Northwest Harris Co. C26/A110/X154,10.2075
1189,12,2019.0,8.0,31.0,2019-08-31,76.0,Houston Bayland Park C53/A146,13.20833333
1190,13,2019.0,9.0,1.0,2019-09-01,64.0,Galveston 99th St. C1034/A320/X183,13.20833333
1191,13,2019.0,9.0,2.0,2019-09-02,45.0,Galveston 99th St. C1034/A320/X183,10.60541667
1192,13,2019.0,9.0,3.0,2019-09-03,50.0,Houston Bayland Park C53/A146,11.36125
1193,9,2019.0,9.0,4.0,2019-09-04,68.0,Houston Bayland Park C53/A146,13.43083333
1194,12,2019.0,9.0,5.0,2019-09-05,93.0,Houston Aldine C8/AF108/X150,13.751875
1195,12,2019.0,9.0,6.0,2019-09-06,85.0,Houston Aldine C8/AF108/X150,12.535
1196,12,2019.0,9.0,7.0,2019-09-07,68.0,Wallisville Road C617,9.292916667
1197,12,2019.0,9.0,8.0,2019-09-08,58.0,Conroe Relocated C78/A321,6.81
1198,0,2019.0,9.0,9.0,2019-09-09,63.0,Conroe Relocated C78/A321,14.34541667
1199,0,2019.0,9.0,10.0,2019-09-10,50.0,Houston Bayland Park C53/A146,12.54416667
1200,0,2019.0,9.0,11.0,2019-09-11,46.0,Northwest Harris Co. C26/A110/X154,8.847916667
1201,8,2019.0,9.0,12.0,2019-09-12,58.0,Northwest Harris Co. C26/A110/X154,8.457083333
1202,8,2019.0,9.0,13.0,2019-09-13,69.0,Houston Bayland Park C53/A146,16.25208333
1203,12,2019.0,9.0,14.0,2019-09-14,65.0,Houston Bayland Park C53/A146,17.22208333
1204,12,2019.0,9.0,15.0,2019-09-15,57.0,Houston Bayland Park C53/A146,11.895
1205,8,2019.0,9.0,16.0,2019-09-16,42.0,Galveston 99th St. C1034/A320/X183,12.92478261
1206,0,2019.0,9.0,17.0,2019-09-17,40.0,Galveston 99th St. C1034/A320/X183,4.41
1207,0,2019.0,9.0,18.0,2019-09-18,39.0,Galveston 99th St. C1034/A320/X183,5.742083333
1208,4,2019.0,9.0,19.0,2019-09-19,31.0,Houston Bayland Park C53/A146,5.750625
1209,1,2019.0,9.0,20.0,2019-09-20,43.0,Galveston 99th St. C1034/A320/X183,8.309583333
1210,0,2019.0,9.0,21.0,2019-09-21,43.0,Northwest Harris Co. C26/A110/X154,6.821666667
1211,0,2019.0,9.0,22.0,2019-09-22,39.0,Conroe Relocated C78/A321,6.375
1212,13,2019.0,9.0,23.0,2019-09-23,42.0,Northwest Harris Co. C26/A110/X154,6.572083333
1213,13,2019.0,9.0,24.0,2019-09-24,65.0,Northwest Harris Co. C26/A110/X154,7.208333333
1214,6,2019.0,9.0,25.0,2019-09-25,62.0,Conroe Relocated C78/A321,8.951666667
1215,11,2019.0,9.0,26.0,2019-09-26,73.0,Northwest Harris Co. C26/A110/X154,10.59
1216,7,2019.0,9.0,27.0,2019-09-27,39.0,Conroe Relocated C78/A321,9.208333333
1217,3,2019.0,9.0,28.0,2019-09-28,46.0,Conroe Relocated C78/A321,8.522083333
1218,2,2019.0,9.0,29.0,2019-09-29,43.0,Houston Aldine C8/AF108/X150,8.024166667
1219,0,2019.0,9.0,30.0,2019-09-30,36.0,Conroe Relocated C78/A321,8.235
1220,cluster,,,,,,,
