Index_number, Datetime, Solar_zenith, Solar_azimuth, Normalized_rms, Data_quality_flag, NO2_total_vertical_column, Uncertainty_NO2_vertical_column, Direct_sun_air_mass_factor
28366,7936.6567,46.31,123.69,0.0007823,10,0.00027682,8.6884e-06,1.446
28367,7936.6582,45.92,124.2,0.0007797,10,0.00036402,9.1126e-06,1.436
28368,7936.6597,45.54,124.73,0.0007889,10,0.00021532,8.42e-06,1.426
28369,7936.6612,45.15,125.27,0.0008013,10,0.00015928,7.9934e-06,1.416
28370,7936.6627,44.77,125.81,0.0007835,10,0.00013337,7.7897e-06,1.406
28371,7936.6642,44.39,126.36,0.0007847,10,0.00016057,8.1049e-06,1.397
28372,7936.6657,44.02,126.91,0.0007835,10,0.00015755,8.1236e-06,1.388
28373,7936.6672,43.65,127.47,0.0007785,10,0.00017104,8.3011e-06,1.38
28374,7936.6687,43.28,128.04,0.0007889,10,0.00021934,8.7622e-06,1.372
28375,7936.6702,42.91,128.62,0.0007902,10,0.00018549,8.5312e-06,1.364
28376,7936.6717,42.54,129.21,0.000818,10,0.00019212,8.6384e-06,1.356
28377,7936.6732,42.18,129.8,0.000794,10,0.0002102,8.8372e-06,1.348
28378,7936.6747,41.82,130.41,0.0007991,10,0.000198,8.7822e-06,1.34
28379,7936.6762,41.47,131.02,0.0008013,10,0.00017211,8.5875e-06,1.333
28380,7936.6777,41.12,131.64,0.0007967,10,0.00012464,8.1554e-06,1.325
28381,7936.6792,40.77,132.27,0.0008061,10,0.00011371,8.1113e-06,1.318
28382,7936.682,40.13,133.46,0.0002119,10,0.00017978,8.8311e-06,1.306
28383,7936.6835,39.79,134.13,0.0008032,10,0.00012874,8.3458e-06,1.3
28384,7936.685,39.46,134.79,0.0007951,10,0.00013357,8.4304e-06,1.294
28385,7936.6865,39.12,135.47,0.0007968,10,0.0001253,8.39e-06,1.287
28386,7936.688,38.8,136.15,0.0008015,10,0.000135,8.5182e-06,1.282
28387,7936.6895,38.48,136.84,0.0008,10,0.00018494,9.0706e-06,1.276
28388,7936.691,38.16,137.54,0.0007975,10,0.00020655,9.307e-06,1.271
28389,7936.6925,37.85,138.25,0.0008576,10,0.00021943,9.4522e-06,1.265
28390,7936.694,37.54,138.98,0.0007994,10,0.00021266,9.4325e-06,1.26
28391,7936.6955,37.23,139.71,0.0008038,10,0.00023605,9.6567e-06,1.255
28392,7936.697,36.94,140.45,0.0008129,10,0.0002059,9.4424e-06,1.25
28393,7936.6984,36.64,141.2,0.0007969,10,0.00022168,9.612e-06,1.245
28394,7936.6999,36.35,141.96,0.0007941,10,0.00025049,9.8652e-06,1.241
28395,7936.7014,36.06,142.74,0.0008,10,0.00023618,9.7934e-06,1.236
28396,7936.7029,35.78,143.52,0.0008131,10,0.00024625,9.9009e-06,1.232
28397,7936.7044,35.51,144.32,0.0007999,10,0.00020309,9.5759e-06,1.228
28398,7936.7059,35.24,145.12,0.0007924,10,0.00020027,9.579e-06,1.223
28399,7936.7074,34.98,145.94,0.000788,10,0.00019805,9.5852e-06,1.22
28400,7936.7103,34.48,147.54,0.0002159,10,0.00023851,9.9869e-06,1.212
28401,7936.7118,34.23,148.41,0.000802,10,0.00023087,9.9531e-06,1.209
28402,7936.7133,33.99,149.27,0.0008081,10,0.00022579,9.9367e-06,1.205
28403,7936.7148,33.75,150.14,0.0008032,10,0.00025695,1.0202e-05,1.202
28404,7936.7163,33.52,151.02,0.0008167,10,0.000193,9.6861e-06,1.199
28405,7936.7178,33.3,151.91,0.0008117,10,0.00026613,1.0314e-05,1.196
28406,7936.7193,33.08,152.82,0.0007994,10,0.00026686,1.0342e-05,1.193
28407,7936.7208,32.87,153.73,0.0008271,10,0.00025397,1.0273e-05,1.19
28408,7936.7223,32.67,154.65,0.0008209,10,0.00027077,1.0411e-05,1.187
28409,7936.7238,32.47,155.58,0.0008065,10,0.00029655,1.0593e-05,1.185
28410,7936.7253,32.28,156.53,0.0008277,10,0.00030355,1.0653e-05,1.182
28411,7936.7268,32.1,157.48,0.000822,10,0.00025591,1.0364e-05,1.18
28412,7936.7283,31.92,158.44,0.0008247,10,0.00022061,1.0098e-05,1.178
28413,7936.7298,31.76,159.41,0.0008028,10,0.00019519,9.8744e-06,1.175
28414,7936.7313,31.6,160.4,0.0008052,10,0.00021101,1.0041e-05,1.173
28415,7936.7328,31.44,161.38,0.000816,10,0.0002195,1.0132e-05,1.171
28416,7936.7343,31.3,162.38,0.0008283,10,0.00019662,9.9287e-06,1.17
28417,7936.7358,31.16,163.38,0.0007985,10,0.00021091,1.0079e-05,1.168
28418,7936.7387,30.92,165.34,0.0002055,10,0.00021663,1.0152e-05,1.165
28419,7936.7402,30.8,166.39,0.0008125,10,0.00017427,9.7361e-06,1.164
28420,7936.7417,30.7,167.42,0.0008165,10,0.0001899,9.9095e-06,1.162
28421,7936.7432,30.6,168.46,0.0008081,10,0.00019732,9.9919e-06,1.161
28422,7936.7447,30.51,169.5,0.0008047,10,0.00017348,9.7495e-06,1.16
28423,7936.7462,30.43,170.55,0.000812,10,0.00012677,9.2592e-06,1.159
28424,7936.7477,30.36,171.6,0.0008096,10,0.00017103,9.7313e-06,1.158
28425,7936.7492,30.3,172.66,0.0008101,10,0.00019451,9.9838e-06,1.158
28426,7936.7507,30.24,173.72,0.000809,10,0.00019081,9.9493e-06,1.157
28427,7936.7522,30.2,174.78,0.000811,10,0.00018574,9.8982e-06,1.156
28428,7936.7536,30.16,175.85,0.0007997,10,0.00016645,9.6916e-06,1.156
28429,7936.7551,30.13,176.92,0.0008084,10,0.00017485,9.7834e-06,1.156
28430,7936.7566,30.11,177.98,0.0008141,10,0.00016916,9.722e-06,1.155
28431,7936.7581,30.1,179.05,0.0008144,10,0.0001687,9.7145e-06,1.155
28432,7936.7596,30.09,180.13,0.0008097,10,0.00017694,9.8037e-06,1.155
28433,7936.7611,30.1,181.2,0.0008013,10,0.00016385,9.6569e-06,1.155
28434,7936.7626,30.12,182.28,0.0008021,10,0.00021004,1.0131e-05,1.156
28435,7936.7641,30.14,183.35,0.0008083,10,0.00019162,9.9453e-06,1.156
28436,7936.7669,30.21,185.36,0.000177,10,0.00021401,1.0154e-05,1.157
28437,7936.7684,30.26,186.45,0.0008182,10,0.00018604,9.8688e-06,1.157
28438,7936.7699,30.31,187.52,0.0008115,10,0.00022393,1.0226e-05,1.158
28439,7936.7714,30.38,188.58,0.000812,10,0.00021304,1.0117e-05,1.159
28440,7936.7729,30.46,189.63,0.0008104,10,0.00022972,1.0256e-05,1.16
28441,7936.7744,30.54,190.68,0.0008116,10,0.00024697,1.0387e-05,1.161
28442,7936.7759,30.63,191.73,0.0008121,10,0.00024973,1.0396e-05,1.162
28443,7936.7774,30.73,192.77,0.0008118,10,0.00026698,1.0511e-05,1.163
28444,7936.7789,30.84,193.8,0.0008069,10,0.00025984,1.0445e-05,1.164
28445,7936.7804,30.96,194.83,0.0008127,10,0.00029713,1.0679e-05,1.166
28446,7936.7819,31.08,195.85,0.0007979,10,0.00026912,1.0481e-05,1.167
28447,7936.7834,31.21,196.87,0.000798,10,0.000302,1.0677e-05,1.169
28448,7936.7849,31.35,197.87,0.0008146,10,0.00027444,1.0484e-05,1.17
28449,7936.7864,31.5,198.87,0.0008156,10,0.00026679,1.0412e-05,1.172
28450,7936.788,31.66,199.86,0.000804,10,0.00028318,1.0502e-05,1.174
28451,7936.7895,31.82,200.84,0.0008078,10,0.00027969,1.046e-05,1.176
28452,7936.791,31.99,201.81,0.0007982,10,0.00026613,1.0345e-05,1.178
28453,7936.7925,32.17,202.77,0.0007942,10,0.00025964,1.0276e-05,1.181
28454,7936.7953,32.54,204.59,0.0002364,10,0.00023799,1.0065e-05,1.186
28455,7936.7969,32.74,205.54,0.0008006,10,0.00022676,9.9467e-06,1.188
28456,7936.7984,32.95,206.46,0.0008043,10,0.00025691,1.0159e-05,1.191
28457,7936.7999,33.16,207.37,0.0008005,10,0.00025031,1.0084e-05,1.194
28458,7936.8014,33.38,208.26,0.0008035,10,0.00027849,1.0254e-05,1.197
28459,7936.8029,33.6,209.15,0.0007979,10,0.00026254,1.0118e-05,1.2
28460,7936.8044,33.83,210.03,0.0007986,10,0.00023703,9.8969e-06,1.203
28461,7936.8059,34.07,210.9,0.0007928,10,0.00027347,1.0134e-05,1.207
28462,7936.8074,34.32,211.75,0.00079,10,0.00027592,1.0118e-05,1.21
28463,7936.8089,34.57,212.6,0.0007885,10,0.00026044,9.9803e-06,1.214
28464,7936.8104,34.82,213.44,0.0007982,10,0.00026364,9.9707e-06,1.217
28465,7936.8119,35.09,214.26,0.0007963,10,0.00025994,9.9105e-06,1.221
28466,7936.8134,35.35,215.08,0.0007967,10,0.00025884,9.869e-06,1.225
28467,7936.8149,35.63,215.88,0.0007962,10,0.00027826,9.9633e-06,1.23
28468,7936.8164,35.91,216.67,0.0007897,10,0.00027869,9.9293e-06,1.234
28469,7936.8179,36.19,217.46,0.0007915,10,0.00028213,9.9139e-06,1.238
28470,7936.8194,36.48,218.23,0.0007952,10,0.0002691,9.792e-06,1.243
28471,7936.8209,36.77,218.99,0.0008096,10,0.00026821,9.7475e-06,1.247
28472,7936.8238,37.37,220.46,0.0001969,10,0.0003474,1.0101e-05,1.258
28473,7936.8254,37.68,221.22,0.0008141,10,0.00029652,9.7999e-06,1.263
28474,7936.8269,38,221.94,0.0007966,10,0.0002682,9.5827e-06,1.268
28475,7936.8284,38.31,222.65,0.0007978,10,0.00024475,9.3786e-06,1.273
28476,7936.8299,38.63,223.35,0.0008006,10,0.00021409,9.0962e-06,1.279
28477,7936.8314,38.96,224.04,0.0007969,10,0.00021659,9.0738e-06,1.285
28478,7936.8329,39.29,224.72,0.0008127,10,0.00020644,8.9449e-06,1.291
28479,7936.8344,39.62,225.39,0.0007893,10,0.00021531,8.9748e-06,1.297
28480,7936.8359,39.96,226.05,0.0007962,10,0.00021976,8.9655e-06,1.303
28481,7936.8374,40.3,226.7,0.0008294,10,0.00021503,8.8812e-06,1.31
28482,7936.8389,40.64,227.35,0.0007903,10,0.0002101,8.795e-06,1.316
28483,7936.8404,40.99,227.98,0.0008103,10,0.00020854,8.7344e-06,1.323
28484,7936.8419,41.34,228.61,0.0007838,10,0.00019155,8.544e-06,1.33
28485,7936.8434,41.7,229.22,0.0007872,10,0.00017856,8.3824e-06,1.338
28486,7936.8449,42.05,229.83,0.0008019,10,0.00019312,8.4613e-06,1.345
28487,7936.8464,42.41,230.43,0.0007812,10,0.00020531,8.5125e-06,1.353
28488,7936.8479,42.78,231.02,0.0008099,10,0.00020781,8.4813e-06,1.361
28489,7936.8494,43.14,231.6,0.0007844,10,0.00019641,8.3386e-06,1.369
28490,7936.8524,43.87,232.72,0.0001989,10,0.00025291,8.6509e-06,1.385
28491,7936.8539,44.26,233.3,0.0008332,10,0.0002168,8.341e-06,1.394
28492,7936.8554,44.64,233.85,0.0008012,10,0.00021004,8.2349e-06,1.403
28493,7936.8569,45.02,234.39,0.0007958,10,0.00022199,8.2683e-06,1.413
28494,7936.8584,45.4,234.93,0.0007961,10,0.00022339,8.2227e-06,1.422
28495,7936.8599,45.79,235.46,0.0008024,10,0.0002192,8.1347e-06,1.432
28496,7936.8614,46.18,235.99,0.0007954,10,0.00022852,8.1428e-06,1.442
28497,7936.8629,46.57,236.5,0.0007969,10,0.00023113,8.1019e-06,1.452
28498,7936.8644,46.97,237.02,0.0007988,10,0.00023144,8.0429e-06,1.463
28499,7936.866,47.36,237.52,0.0008048,10,0.00022176,7.9176e-06,1.474
28500,7936.8675,47.76,238.02,0.000794,10,0.00022178,7.8565e-06,1.485
28501,7936.869,48.16,238.51,0.0008038,10,0.00021741,7.7653e-06,1.496
28502,7936.8705,48.57,239,0.000794,10,0.00022081,7.7259e-06,1.508
28503,7936.872,48.97,239.47,0.0008045,10,0.0002263,7.7006e-06,1.52
28504,7936.8735,49.38,239.95,0.0008018,10,0.00024682,7.7659e-06,1.533
28505,7936.875,49.79,240.42,0.0008018,10,0.00023189,7.6088e-06,1.546
28506,7936.8765,50.2,240.88,0.0008156,10,0.00023241,7.5471e-06,1.559
28507,7936.878,50.61,241.34,0.0007945,10,0.00023459,7.4951e-06,1.572
28508,7936.881,51.43,242.22,0.0001911,10,0.00025566,7.4873e-06,1.601
28509,7936.8825,51.86,242.67,0.0008023,10,0.00022366,7.227e-06,1.615
28510,7936.884,52.28,243.1,0.0007944,10,0.00023922,7.2527e-06,1.631
28511,7936.8855,52.7,243.54,0.0008163,10,0.00024488,7.2159e-06,1.646
28512,7936.887,53.12,243.96,0.0007963,10,0.00026146,7.2356e-06,1.662
28513,7936.8886,53.55,244.39,0.0007903,10,0.0002583,7.147e-06,1.679
28514,7936.8901,53.97,244.8,0.0008208,10,0.00026339,7.1021e-06,1.696
28515,7936.8916,54.4,245.22,0.0007904,10,0.00028873,7.1483e-06,1.714
28516,7936.8931,54.83,245.62,0.000799,10,0.00027154,6.9949e-06,1.732
28517,7936.8946,55.26,246.03,0.0007914,10,0.00023054,6.7089e-06,1.75
28518,7936.8961,55.7,246.43,0.0007889,10,0.00024105,6.6923e-06,1.769
28519,7936.8976,56.13,246.82,0.0007902,10,0.00023055,6.5625e-06,1.789
28520,7936.8991,56.57,247.22,0.0007918,10,0.0002213,6.437e-06,1.809
28521,7936.9006,57,247.6,0.0008163,10,0.00024557,6.4931e-06,1.83
28522,7936.9021,57.44,247.99,0.0007936,10,0.00024383,6.4081e-06,1.852
28523,7936.9037,57.88,248.37,0.0007888,10,0.00025032,6.3633e-06,1.874
28524,7936.9052,58.32,248.74,0.0007902,10,0.00026886,6.3712e-06,1.898
28525,7936.9067,58.76,249.12,0.0008053,10,0.00027585,6.3223e-06,1.921
28526,7936.9096,59.63,249.84,0.0001844,10,0.00030131,6.2657e-06,1.971
28527,7936.9136,60.8,250.79,0.0001926,10,0.00029547,6.0296e-06,2.042
28528,7936.9151,61.25,251.15,0.0008021,10,0.0002861,5.9095e-06,2.07
28529,7936.9167,61.7,251.5,0.0007857,10,0.00031687,5.9318e-06,2.101
28530,7936.9182,62.15,251.85,0.0007834,10,0.00031827,5.8514e-06,2.132
28531,7936.9197,62.6,252.19,0.0008358,10,0.00031847,5.7669e-06,2.163
28532,7936.9212,63.05,252.53,0.000785,10,0.00031659,5.6754e-06,2.196
28533,7936.9227,63.5,252.88,0.0007805,12,0.00031426,5.5844e-06,2.23
28534,7936.9242,63.95,253.21,0.0007851,10,0.0003271,5.5341e-06,2.266
28535,7936.9257,64.41,253.55,0.0007952,10,0.00035314,5.514e-06,2.304
28536,7936.9272,64.86,253.88,0.0007921,10,0.00036593,5.456e-06,2.342
28537,7936.9287,65.31,254.2,0.0007963,10,0.00035047,5.3306e-06,2.381
28538,7936.9302,65.76,254.53,0.0007868,10,0.00034388,5.2259e-06,2.422
28539,7936.9317,66.22,254.85,0.0007987,10,0.00032243,5.0807e-06,2.465
28540,7936.9332,66.67,255.17,0.0007905,10,0.00031547,4.9742e-06,2.509
28541,7936.9347,67.13,255.49,0.0007872,10,0.00031576,4.8851e-06,2.556
28542,7936.9362,67.58,255.81,0.0007882,10,0.00032278,4.8126e-06,2.604
28543,7936.9377,68.03,256.11,0.0007949,10,0.0003317,4.7454e-06,2.654
28544,7936.9392,68.47,256.42,0.0007904,10,0.00034955,4.6988e-06,2.705
28545,7936.9421,69.36,257.02,0.0002549,10,0.00036132,4.546e-06,2.815
28546,7936.9436,69.82,257.33,0.0007891,10,0.00034165,4.411e-06,2.875
28547,7936.9451,70.27,257.62,0.0007921,10,0.00035258,4.3426e-06,2.937
28548,7936.9465,70.72,257.92,0.0007945,10,0.00034376,4.2338e-06,3.001
28549,7936.948,71.17,258.21,0.0007929,10,0.0003408,4.1371e-06,3.068
28550,7936.9494,71.61,258.5,0.0008019,10,0.00035053,4.0669e-06,3.138
28551,7936.9509,72.06,258.79,0.0008007,10,0.00035344,3.9805e-06,3.213
28552,7936.9524,72.51,259.08,0.0007993,10,0.00034487,3.8733e-06,3.29
28553,7936.9538,72.95,259.37,0.0008039,10,0.00034013,3.7751e-06,3.37
28554,7936.9553,73.4,259.65,0.0008121,10,0.00035111,3.703e-06,3.457
28555,7936.9567,73.85,259.93,0.0008147,10,0.00036157,3.6281e-06,3.549
28556,7936.9582,74.3,260.21,0.0008144,10,0.00036485,3.5411e-06,3.646
28557,7936.9596,74.75,260.5,0.0008163,10,0.00036707,3.4518e-06,3.748
28558,7936.9611,75.2,260.77,0.0008266,10,0.00038332,3.3826e-06,3.857
28559,7936.9626,75.65,261.05,0.0008284,10,0.00040462,3.3179e-06,3.974
28560,7936.964,76.1,261.33,0.0008404,10,0.00039646,3.2148e-06,4.095
28561,7936.9655,76.55,261.61,0.0008578,10,0.00041896,3.1504e-06,4.227
28562,7936.9669,77.01,261.89,0.0009694,12,0.00041361,3.0502e-06,4.368
28563,7936.9699,77.92,262.44,0.0005392,10,0.00043375,2.895e-06,4.681
28564,7936.9714,78.38,262.72,0.0008982,10,0.00042836,2.7996e-06,4.856
28565,7936.9729,78.84,262.99,0.0009098,12,0.00043506,2.7233e-06,5.045
28566,7936.9743,79.3,263.27,0.0009588,12,0.00044067,2.6508e-06,5.25
28567,7936.9758,79.76,263.54,0.0009551,10,0.0004401,2.5766e-06,5.472
28568,7936.9773,80.22,263.81,0.0009986,11,0.0004383,2.5079e-06,5.712
28569,7936.9788,80.69,264.09,0.001056,11,0.00044651,2.4661e-06,5.983
28570,7936.9803,81.15,264.36,0.001114,11,0.0004593,2.4546e-06,6.275
28571,7936.9818,81.62,264.63,0.001185,11,0.00045859,2.4391e-06,6.6
28572,7936.9833,82.09,264.91,0.001282,12,0.00047139,2.4912e-06,6.965
28573,7936.9848,82.57,265.19,0.001365,12,0.00048689,2.6062e-06,7.382
28574,7936.9864,83.04,265.47,0.001526,11,0.00046612,2.6431e-06,7.826
28575,7936.9879,83.53,265.75,0.00178,12,0.00046323,2.8109e-06,8.357
28576,7936.9895,84.03,266.04,0.002069,12,0.0004686,3.1178e-06,8.982
28577,7936.9912,84.55,266.34,0.002639,12,0.00049075,3.6995e-06,9.749
28578,7936.992,84.81,266.49,0.002913,12,0.00048639,3.9519e-06,10.171
28579,7936.9928,85.07,266.63,0.003284,12,0.00047757,4.207e-06,10.626
28580,7936.9937,85.32,266.78,0.003797,12,0.00047135,4.5137e-06,11.104
28581,7936.996,86.05,267.2,0.006242,12,0.00047597,6.04e-06,12.805
28582,7936.9968,86.31,267.35,0.007792,12,0.00046536,6.5989e-06,13.519
28583,7936.9976,86.57,267.5,1.567,12,0.00022138,4.3302e-06,13.354
28584,7936.9984,86.82,267.64,0.01176,12,0.00045262,8.1581e-06,15.183
28585,7936.9992,87.07,267.78,0.01501,12,0.00044638,9.1489e-06,16.148
28586,7937,87.32,267.93,2.657,12,0.0047477,0.00013085,18.485
28587,7937.0009,87.57,268.07,0.02182,12,0.00040332,1.083e-05,18.343
28588,7937.0017,87.82,268.21,0.02671,12,0.0003661,1.1302e-05,19.552
28589,7937.0025,88.07,268.36,0.03196,12,0.00032196,1.1427e-05,20.795
28590,7937.0033,88.33,268.5,0.03722,12,0.00027193,1.1098e-05,22.021
28591,7937.0041,88.58,268.64,0.04095,12,0.00022453,1.0358e-05,22.994
28592,7937.0049,88.83,268.79,0.0441,12,0.00018416,9.4531e-06,23.638
28593,7937.0057,89.09,268.94,0.04674,12,0.0001555,8.8681e-06,24.124
28594,7937.0065,89.35,269.08,0.04843,12,0.00013798,8.7808e-06,24.633
28595,7937.0074,89.61,269.23,0.05038,12,0.00011994,8.023e-06,24.074
28596,7937.0082,89.88,269.39,0.05118,12,0.00011252,8.1939e-06,24.223
28597,7937.0092,90.18,269.55,0.05117,12,0.00011012,9.0578e-06,25.065
28598,7937.5273,84.69,93.83,0.002274,12,0.00031857,2.7107e-06,9.95
28599,7937.5274,84.66,93.84,0.002281,12,0.0003213,2.7116e-06,9.905
28600,7937.5275,84.63,93.86,0.002204,12,0.00031804,2.6698e-06,9.852
28601,7937.5276,84.61,93.87,0.002164,12,0.00031637,2.646e-06,9.819
28602,7937.5277,84.58,93.89,0.002151,12,0.00031594,2.6255e-06,9.771
28603,7937.5277,84.56,93.9,0.002144,12,0.0003149,2.607e-06,9.738
28604,7937.5278,84.53,93.91,0.002118,12,0.00031389,2.5834e-06,9.69
28605,7937.5279,84.51,93.93,0.00209,12,0.00031218,2.5611e-06,9.657
28606,7937.528,84.48,93.94,0.00206,12,0.00030812,2.5183e-06,9.606
28607,7937.5358,82.04,95.37,0.0009025,10,0.00025321,2.0258e-06,6.882
28608,7937.5359,82.02,95.38,0.0009118,10,0.00025832,2.0411e-06,6.87
28609,7937.536,82,95.4,0.0009008,10,0.00025848,2.044e-06,6.854
28610,7937.536,81.97,95.41,0.0008992,10,0.00026161,2.0553e-06,6.833
28611,7937.5361,81.95,95.42,0.0009005,10,0.00026705,2.0709e-06,6.821
28612,7937.5362,81.93,95.44,0.0008916,10,0.00027156,2.0841e-06,6.808
28613,7937.5363,81.91,95.45,0.0009013,10,0.00028075,2.1088e-06,6.798
28614,7937.5363,81.88,95.46,0.0008932,10,0.0002808,2.1122e-06,6.775
28615,7937.5364,81.86,95.48,0.0008701,12,0.00027987,2.1122e-06,6.76
28616,7937.5365,81.84,95.49,0.0008612,10,0.00027414,2.1008e-06,6.741
28617,7937.5391,81.02,95.97,0.0007201,10,0.00027732,2.2246e-06,6.173
28618,7937.5392,81,95.99,0.000716,10,0.00027475,2.2232e-06,6.159
28619,7937.5392,80.98,96,0.0007061,10,0.00027952,2.236e-06,6.148
28620,7937.5393,80.95,96.01,0.0007107,10,0.00028592,2.253e-06,6.132
28621,7937.5394,80.93,96.03,0.0006981,10,0.00028797,2.2604e-06,6.121
28622,7937.5395,80.91,96.04,0.0006982,10,0.00028738,2.2627e-06,6.108
28623,7937.5395,80.89,96.05,0.0006988,10,0.00028721,2.2655e-06,6.095
28624,7937.5396,80.86,96.06,0.0006878,10,0.00028668,2.2694e-06,6.076
28625,7937.5397,80.84,96.08,0.000688,10,0.00028439,2.2685e-06,6.063
28626,7937.5398,80.82,96.09,0.0006789,10,0.00028103,2.2654e-06,6.05
28627,7937.5474,78.46,97.5,0.0004572,10,0.00024949,2.6669e-06,4.874
28628,7937.5474,78.44,97.52,0.0004516,10,0.00024677,2.6662e-06,4.866
28629,7937.5475,78.42,97.53,0.0004533,10,0.00024706,2.6708e-06,4.858
28630,7937.5476,78.39,97.54,0.0004374,10,0.00023842,2.6606e-06,4.843
28631,7937.5476,78.37,97.56,0.0004385,10,0.00023378,2.6555e-06,4.834
28632,7937.5477,78.35,97.57,0.0004518,10,0.00023151,2.655e-06,4.825
28633,7937.5478,78.33,97.58,0.0004399,10,0.00024231,2.6803e-06,4.821
28634,7937.5479,78.31,97.6,0.0004479,10,0.00024112,2.6822e-06,4.813
28635,7937.5479,78.28,97.61,0.0004477,10,0.000239,2.6843e-06,4.801
28636,7937.548,78.26,97.62,0.0004399,10,0.0002369,2.6842e-06,4.792
28637,7937.5506,77.46,98.11,0.0004006,10,0.00025134,2.8766e-06,4.508
28638,7937.5507,77.44,98.12,0.0003935,10,0.00024158,2.8617e-06,4.499
28639,7937.5507,77.41,98.14,0.0003961,10,0.00023984,2.8646e-06,4.488
28640,7937.5508,77.39,98.15,0.0003984,10,0.00023825,2.8656e-06,4.481
28641,7937.5509,77.37,98.16,0.0003888,10,0.00023462,2.8626e-06,4.473
28642,7937.5509,77.35,98.18,0.0003868,10,0.00023758,2.8726e-06,4.467
28643,7937.551,77.33,98.19,0.00039,10,0.00024641,2.8943e-06,4.463
28644,7937.5511,77.31,98.2,0.0003863,10,0.0002443,2.8943e-06,4.456
28645,7937.5512,77.28,98.22,0.0004005,10,0.00024758,2.9071e-06,4.447
28646,7937.5512,77.26,98.23,0.0003965,10,0.00024632,2.9088e-06,4.44
28647,7937.5588,74.94,99.67,0.000312,10,0.00025273,3.4e-06,3.791
28648,7937.5588,74.92,99.68,0.000318,10,0.00026075,3.4209e-06,3.787
28649,7937.5589,74.89,99.69,0.0003116,10,0.00026204,3.4298e-06,3.78
28650,7937.559,74.87,99.71,0.0003112,10,0.00025593,3.4214e-06,3.775
28651,7937.559,74.85,99.72,0.0003072,10,0.00024969,3.4118e-06,3.769
28652,7937.5591,74.83,99.74,0.00031,10,0.00024647,3.4083e-06,3.764
28653,7937.5592,74.81,99.75,0.0003076,10,0.00025481,3.4313e-06,3.76
28654,7937.5592,74.79,99.76,0.0003042,10,0.00026017,3.4463e-06,3.756
28655,7937.5593,74.76,99.78,0.000305,10,0.00025701,3.4463e-06,3.749
28656,7937.5594,74.74,99.79,0.000294,10,0.00024788,3.4301e-06,3.743
28657,7937.562,73.95,100.29,0.000286,10,0.00024908,3.5946e-06,3.569
28658,7937.562,73.93,100.3,0.0002799,10,0.00024675,3.5934e-06,3.564
28659,7937.5621,73.91,100.32,0.0002835,10,0.00024687,3.5978e-06,3.56
28660,7937.5622,73.88,100.33,0.0002786,10,0.00024838,3.6074e-06,3.554
28661,7937.5622,73.86,100.34,0.0002818,10,0.00024654,3.6071e-06,3.549
28662,7937.5623,73.84,100.36,0.0002755,10,0.00024606,3.61e-06,3.545
28663,7937.5624,73.82,100.37,0.0002787,10,0.00024854,3.6201e-06,3.541
28664,7937.5625,73.8,100.39,0.0002738,10,0.00024527,3.6163e-06,3.537
28665,7937.5625,73.78,100.4,0.0002781,10,0.00023965,3.6069e-06,3.532
28666,7937.5626,73.76,100.41,0.0002697,10,0.00023604,3.6019e-06,3.527
28667,7937.5701,71.45,101.9,0.0002295,10,0.00022874,4.0432e-06,3.11
28668,7937.5702,71.43,101.91,0.0002344,10,0.00022621,4.0396e-06,3.107
28669,7937.5702,71.41,101.93,0.0002256,10,0.00022645,4.0444e-06,3.104
28670,7937.5703,71.39,101.94,0.0002339,10,0.00022229,4.0357e-06,3.1
28671,7937.5704,71.37,101.96,0.0002425,10,0.00022842,4.0582e-06,3.097
28672,7937.5705,71.35,101.97,0.0002337,10,0.00023064,4.0688e-06,3.094
28673,7937.5705,71.32,101.98,0.0002446,10,0.00022479,4.057e-06,3.089
28674,7937.5706,71.3,102,0.0002374,10,0.00021898,4.0425e-06,3.086
28675,7937.5707,71.28,102.01,0.0002422,10,0.0002131,4.0277e-06,3.082
28676,7937.5707,71.26,102.03,0.0002316,10,0.00021202,4.0282e-06,3.079
28677,7937.5733,70.47,102.55,0.0002657,10,0.00021648,4.196e-06,2.962
28678,7937.5734,70.44,102.57,0.0002615,10,0.00022024,4.2144e-06,2.958
28679,7937.5735,70.42,102.58,0.0002612,10,0.00022395,4.23e-06,2.955
28680,7937.5736,70.4,102.6,0.0002679,10,0.00023157,4.2582e-06,2.953
28681,7937.5736,70.37,102.61,0.0002607,10,0.00023937,4.2876e-06,2.949
28682,7937.5737,70.35,102.63,0.0002705,10,0.00024342,4.3036e-06,2.947
28683,7937.5738,70.32,102.65,0.0002698,10,0.00025539,4.3429e-06,2.943
28684,7937.5739,70.29,102.67,0.0002721,10,0.00025803,4.3559e-06,2.939
28685,7937.574,70.27,102.68,0.0002712,10,0.00025037,4.339e-06,2.936
28686,7937.5741,70.25,102.7,0.0002699,10,0.00024487,4.3274e-06,2.933
28687,7937.5815,67.97,104.24,0.0002426,10,0.00027236,4.8552e-06,2.648
28688,7937.5816,67.95,104.26,0.0002386,10,0.00027149,4.8567e-06,2.646
28689,7937.5817,67.93,104.27,0.0002462,10,0.0002618,4.8335e-06,2.643
28690,7937.5818,67.91,104.29,0.0002384,10,0.0002678,4.8545e-06,2.641
28691,7937.5818,67.89,104.3,0.0002426,10,0.00027814,4.8865e-06,2.639
28692,7937.5819,67.86,104.32,0.000245,10,0.00028376,4.9072e-06,2.636
